;Datum;Standort;Standortname;WGS84_lat;WGS84_lng;RainDur;StrGlo;T;T_max_h1;p
422;23.05.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;84.76;;18.43;22.24;966.12
423;23.05.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;105.5;;18.6;23.35;968.46
424;23.05.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;115.53;211.5;18.75;22.17;965.99
425;24.05.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;67.88;;13.56;14.67;967.99
426;24.05.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;121.03;;13.75;15.23;970.4
427;24.05.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;206.24;66.89;13.97;15.55;967.78
428;25.05.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;67.05;;15.19;19.75;969.53
429;25.05.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;63.77;;15.55;19.94;971.86
430;25.05.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;102.33;217.73;15.39;19.35;969.39
431;26.05.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;0;;18.95;24.89;971.31
432;26.05.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;0;;19.59;24.85;973.61
433;26.05.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0;332.33;19.34;24.5;971.24
434;27.05.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;0;;19.3;24.21;969.12
435;27.05.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;0;;20.03;24.76;971.49
436;27.05.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0;332.49;19.57;24.29;969.02
437;28.05.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;0;;19.21;24.57;965.66
438;28.05.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;0;;20.13;24.9;967.96
439;28.05.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0;332.01;19.65;24.51;965.53
440;29.05.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;0;;19.61;25.22;965.72
441;29.05.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;0;;20.69;25.68;968.02
442;29.05.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0;339.8;20.25;25.12;965.58
443;30.05.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;0;;19.65;24.53;967.27
444;30.05.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;0;;20.45;24.9;969.65
445;30.05.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0;329.1;20.04;24.54;967.14
446;31.05.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;0;;19.97;25.1;966.44
447;31.05.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;0;;20.63;25.63;968.77
448;31.05.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0;339.02;20.22;24.9;966.3
449;01.06.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;0;;20.64;26.36;965.9
450;01.06.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;0;;21.55;26.27;968.18
451;01.06.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0;331.74;21.1;25.9;965.78
452;02.06.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;0;;21.51;26.39;963.91
453;02.06.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;0;;22.02;26.91;966.26
454;02.06.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0;338.67;21.83;26.75;963.83
455;03.06.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;0;;20.37;25.67;964.52
456;03.06.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;0;;21.04;26.07;966.83
457;03.06.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0;335.2;20.84;25.6;964.42
458;04.06.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;27.78;;19.85;24.91;965.77
459;04.06.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;16.62;;20.83;25.86;968.06
460;04.06.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;49.85;260.06;20.29;24.91;965.64
461;05.06.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;0;;20.3;25.36;965.42
462;05.06.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;0;;21.04;25.54;967.75
463;05.06.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0;325.54;20.64;25.27;965.31
464;06.06.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;0;;20.25;25.22;965.99
465;06.06.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;0;;21.06;25.58;968.28
466;06.06.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0;337.38;20.73;24.96;965.86
467;07.06.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;0;;21.04;26.52;965.38
468;07.06.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;0;;21.88;26.62;967.68
469;07.06.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0;340.47;21.57;26.49;965.27
470;08.06.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;5.9;;20.81;27.01;963.36
471;08.06.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;14.48;;21.24;27.65;965.7
472;08.06.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;8.93;322.42;21.26;27.06;963.26
473;09.06.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;0;;21.9;28.09;961.62
474;09.06.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;0;;22.47;28.57;963.89
475;09.06.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0;347.17;22.37;27.99;961.52
476;10.06.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;0;;22.66;27.11;962.4
477;10.06.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;0;;23.56;27.43;964.67
478;10.06.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0;323.04;22.95;27.3;962.32
479;11.06.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;0;;22.41;26.84;963.73
480;11.06.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;0;;23.12;27.42;966.05
481;11.06.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0;339.66;22.81;26.94;963.65
482;12.06.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;2.43;;21.92;26.68;962.61
483;12.06.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;0;;22.78;27.44;964.87
484;12.06.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0;353.3;22.41;26.79;962.49
485;13.06.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;0;;20.61;25.31;960.15
486;13.06.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;0;;21.38;25.65;962.44
487;13.06.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0;355.04;21.15;25.58;960.04
488;14.06.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;0;;20.67;25.76;962.19
489;14.06.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;0;;21.64;26.25;964.5
490;14.06.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0;358.61;21.24;25.87;962.06
491;15.06.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;0;;20.88;25.75;965.89
492;15.06.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;0;;21.87;26.18;968.16
493;15.06.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0;281.39;21.38;25.5;965.76
494;16.06.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;50.94;;21.57;26.79;966.99
495;16.06.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;47.77;;22.1;27.01;969.28
496;16.06.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;77.47;316.88;22.02;27.06;966.86
497;17.06.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;0;;22.55;28.22;965.55
498;17.06.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;0;;23.14;28.07;967.87
499;17.06.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0;326.03;23.04;27.88;965.46
500;18.06.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;3.88;;23.81;30.49;963.66
501;18.06.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;;;24.64;31.26;965.92
502;18.06.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0.87;289.27;24.23;30.44;963.59
503;19.06.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;131;;23.48;28.62;964.71
504;19.06.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;;;23.98;30.15;966.97
505;19.06.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;171.73;277.97;24.05;29.5;964.62
506;20.06.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;192.12;;24.05;30.15;964.25
507;20.06.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;;;24.81;30.81;966.52
508;20.06.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;219.98;277.38;24.77;30.19;964.18
509;21.06.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;16.42;;23.22;26.53;967.7
510;21.06.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;;;24.23;27.51;969.94
511;21.06.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;19.63;237.3;23.97;27.12;967.6
512;22.06.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;143.43;;22.32;28.09;966.41
513;22.06.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;;;22.89;28.87;968.69
514;22.06.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;167.98;182.63;22.84;28.27;966.33
515;23.06.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;184.92;;20.49;25.42;973.26
516;23.06.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;;;21.19;25.17;975.58
517;23.06.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;208.55;278.86;21.08;25.28;973.16
518;24.06.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;0;;21.46;26.27;972.97
519;24.06.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;;;22.32;26.66;975.23
520;24.06.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0;355.71;21.94;26.08;972.87
521;25.06.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;0.02;;23.39;29.44;967.85
522;25.06.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;;;24.15;29.67;970.13
523;25.06.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0;357.45;23.73;29.2;967.76
524;26.06.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;0;;24.75;29.94;968.08
525;26.06.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0;316.31;25.31;30.46;968.04
526;27.06.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;0;;21.56;25.69;969.64
527;27.06.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0;280;22.08;25.03;969.55
528;28.06.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;0;;21.03;25.87;967.84
529;28.06.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0;261.09;21.5;25.59;967.81
530;29.06.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;5.1;;22.47;28.35;964.94
531;29.06.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;3.38;256.4;22.76;28.15;964.89
532;30.06.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;166.65;;19.39;21.9;963.47
533;30.06.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;203.72;91.79;19.78;21.82;963.4
534;01.07.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;65.28;;19.6;23.54;962.4
535;01.07.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;174.1;;19.72;23.56;964.72
536;01.07.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;79.7;191.19;19.69;23.53;962.29
537;02.07.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;75.32;;20.06;23.03;964.25
538;02.07.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;131.85;;20.18;23.33;966.54
539;02.07.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;67.53;181.9;20.19;22.91;964.14
540;03.07.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;0;;21.41;24.89;965.7
541;03.07.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;0;;21.78;25.15;967.98
542;03.07.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0;282.4;21.6;24.96;965.59
543;04.07.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;5.7;;22.13;26.59;965.51
544;04.07.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;4.13;;22.62;26.33;967.77
545;04.07.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0;271.78;22.37;26.21;965.41
546;05.07.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;231.35;;19.17;21.52;966.25
547;05.07.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;265.68;;19.71;21.37;968.53
548;05.07.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;232.6;124.69;19.48;21;966.1
549;06.07.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;0;;21.01;26.25;967.78
550;06.07.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;0;;21.32;26.03;970.05
551;06.07.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;4.67;301.07;21.18;25.89;967.67
552;07.07.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;0.03;;24.18;30.87;968.36
553;07.07.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;0;;24.81;31.57;970.65
554;07.07.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0;342.03;24.46;30.71;968.31
555;08.07.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;147.03;;23.73;29.54;969.62
556;08.07.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;136.37;;24.57;30.16;971.9
557;08.07.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;184.12;224.2;24.17;29.14;969.6
558;09.07.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;0.07;;27.29;34.78;970.2
559;09.07.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;0;;27.74;34.89;972.52
560;09.07.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0;331.94;27.69;34.46;970.28
561;10.07.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;15.98;;26.29;31.39;971.11
562;10.07.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;33.35;;26.82;31.57;973.41
563;10.07.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;22.97;272.07;26.78;31.28;971.13
564;11.07.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;130.1;;27.74;35.66;965.91
565;11.07.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;125.28;;28.25;36.02;968.19
566;11.07.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;149.73;317.48;28.27;35.8;965.93
567;12.07.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;290.92;;21.7;24.77;965.38
568;12.07.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;512.18;;21.8;25;967.68
569;12.07.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;428.08;128.3;22.32;24.89;965.28
570;13.07.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;103.92;;20.6;24.95;968.69
571;13.07.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;183.1;;20.78;24.7;971.03
572;13.07.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;178.2;190;20.97;24.81;968.59
573;14.07.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;0;;22.7;29.14;965.75
574;14.07.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;0;;23.1;29.56;968.05
575;14.07.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0;334.26;23.15;29.19;965.65
576;15.07.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;56.25;;26.19;33.1;961.85
577;15.07.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;105.83;;26.76;34.61;964.13
578;15.07.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;77.72;288.79;26.78;33.86;961.83
579;16.07.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;139.75;;20.6;24.97;968.26
580;16.07.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;281.73;;21.06;25.28;970.54
581;16.07.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;175.6;223.42;21.17;24.78;968.13
582;17.07.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;32.57;;22.61;27.12;970.73
583;17.07.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;64.15;;23.22;27.9;973.02
584;17.07.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;33.93;292.64;23.21;27.44;970.68
585;18.07.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;61.23;;23.31;26.93;968.35
586;18.07.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;35.97;;23.8;27.33;970.63
587;18.07.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;83.17;216.33;23.81;27.23;968.3
588;19.07.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;0;;24.82;28.79;965.1
589;19.07.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;0;;25.47;29.18;967.36
590;19.07.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0;278.41;25.49;29.27;965.01
591;20.07.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;0;;22.82;26.15;964.44
592;20.07.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;0;;23.47;26.53;966.7
593;20.07.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0;290.03;23.45;26.72;964.35
594;21.07.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;92.17;;19.8;23.17;963.19
595;21.07.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;94.57;;20.36;23.5;965.49
596;21.07.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;114.32;156.51;20.26;23.33;963.09
597;22.07.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;23.55;;21.33;26.69;966.45
598;22.07.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;4.27;;21.88;26.6;968.72
599;22.07.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;18.28;276.65;21.75;26.42;966.33
600;23.07.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;0;;23.22;29.67;964.26
601;23.07.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;0;;23.7;30.04;966.53
602;23.07.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0.43;302.04;23.69;29.62;964.18
603;24.07.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;130.85;;20.11;22.04;959.61
604;24.07.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;208.28;;20.62;23.02;961.87
605;24.07.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;185.98;149.86;21;22.98;959.5
606;25.07.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;251.75;;18.14;21.38;958.5
607;25.07.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;259.83;;18.36;22.38;960.8
608;25.07.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;275.49;178.39;18.71;22.08;958.43
609;26.07.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;189.18;;15.19;18.84;966.48
610;26.07.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;143.82;;15.37;18.75;968.82
611;26.07.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;205.95;189.77;15.61;18.78;966.29
612;27.07.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;0;;18.7;23.82;963.61
613;27.07.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;0;;18.81;23.91;965.9
614;27.07.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0;214.42;18.98;23.9;963.46
615;28.07.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;93.62;;20.73;26.42;962.59
616;28.07.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;99.57;;21.02;27.41;964.89
617;28.07.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;136.89;202.15;21.39;26.86;962.51
618;29.07.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;199.58;;19.84;24.94;963.6
619;29.07.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;158.08;;20.33;26.09;965.93
620;29.07.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;311.33;139.67;20.65;25.43;963.52
621;30.07.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;0;;20.73;24.46;966.63
622;30.07.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;0;;21.21;24.95;968.92
623;30.07.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0;252.35;21.15;24.61;966.52
624;31.07.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;0;;20.1;24.73;965.28
625;31.07.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;0;;20.72;25.32;967.58
626;31.07.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0;265.96;20.67;24.71;965.16
627;01.08.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;350.14;;18.59;22.33;958.76
628;01.08.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;328.72;;19.44;23.02;961.05
629;01.08.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;428.03;94.11;19.35;22.87;958.67
630;02.08.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;125.2;;21.07;28.61;954.58
631;02.08.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;148.95;;21.38;29.08;956.9
632;02.08.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;209.53;229.74;21.54;28.56;954.55
633;03.08.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;0;;20.47;24.48;958.74
